,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,lat,lng,building,addr,postal,SUBZONE_NO,SUBZONE_N,SUBZONE_C,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C
919,120A,KIM TIAN PL,29,1999,Y,N,N,N,N,N,BM,107,0,0,0,56,51,0,0,0,0,0,0,0,1.28324650251872,103.827854744997,KIM TIAN TOWERS,120A KIM TIAN PLACE KIM TIAN TOWERS SINGAPORE 161120,161120,4,TIONG BAHRU STATION,BMSZ04,BUKIT MERAH,BM,CENTRAL REGION,CR
920,120A,LOR 2 TOA PAYOH,5,1996,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33983259868894,103.845859186048,MULTI STOREY CAR PARK,120A LORONG 2 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311120,311120,1,TOA PAYOH WEST,TPSZ01,TOA PAYOH,TP,CENTRAL REGION,CR
921,120A,RIVERVALE DR,10,1999,Y,N,N,N,N,N,SK,61,0,0,0,27,18,16,0,0,0,0,0,0,1.38593215506966,103.903984341638,RIVERVALE GARDENS,120A RIVERVALE DRIVE RIVERVALE GARDENS SINGAPORE 541120,541120,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
922,120B,CANBERRA CRES,14,2016,Y,N,N,N,N,N,SB,130,0,0,0,78,52,0,0,0,0,0,0,0,1.44629377124154,103.83270384797,EASTWAVE @ CANBERRA,120B CANBERRA CRESCENT EASTWAVE @ CANBERRA SINGAPORE 752120,752120,1,SEMBAWANG EAST,SBSZ01,SEMBAWANG,SB,NORTH REGION,NR
923,120B,EDGEDALE PLAINS,17,2016,Y,N,N,Y,N,N,PG,144,0,0,32,80,32,0,0,0,0,0,0,0,1.3948377810528,103.907584681234,PUNGGOL EDGE,120B EDGEDALE PLAINS PUNGGOL EDGE SINGAPORE 822120,822120,4,PUNGGOL FIELD,PGSZ04,PUNGGOL,PG,NORTH-EAST REGION,NER
924,120B,KIM TIAN PL,5,1998,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28345133826449,103.827466123525,KIM TIAN TOWERS,120B KIM TIAN PLACE KIM TIAN TOWERS SINGAPORE 162120,162120,4,TIONG BAHRU STATION,BMSZ04,BUKIT MERAH,BM,CENTRAL REGION,CR
925,120B,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,115,0,0,0,48,32,35,0,0,0,0,0,0,1.38579818238123,103.904394269204,RIVERVALE GARDENS,120B RIVERVALE DRIVE RIVERVALE GARDENS SINGAPORE 542120,542120,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
926,120C,CANBERRA CRES,15,2016,Y,N,N,N,N,N,SB,112,0,0,0,42,70,0,0,0,0,0,0,0,1.44707143643003,103.83280231533,EASTWAVE @ CANBERRA,120C CANBERRA CRESCENT EASTWAVE @ CANBERRA SINGAPORE 753120,753120,1,SEMBAWANG EAST,SBSZ01,SEMBAWANG,SB,NORTH REGION,NR
927,120C,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,115,0,0,0,32,32,51,0,0,0,0,0,0,1.38526244576938,103.904005046452,RIVERVALE GARDENS,120C RIVERVALE DRIVE RIVERVALE GARDENS SINGAPORE 543120,543120,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
928,120D,CANBERRA CRES,14,2016,Y,N,N,N,N,N,SB,104,0,0,0,39,65,0,0,0,0,0,0,0,1.44676707236829,103.83229420147,EASTWAVE @ CANBERRA,120D CANBERRA CRESCENT EASTWAVE @ CANBERRA SINGAPORE 754120,754120,1,SEMBAWANG EAST,SBSZ01,SEMBAWANG,SB,NORTH REGION,NR
929,120D,RIVERVALE DR,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38486777008185,103.90372499045,RIVERVALE GARDENS,120D RIVERVALE DRIVE RIVERVALE GARDENS SINGAPORE 544120,544120,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
930,121,ANG MO KIO AVE 3,11,1978,Y,N,N,Y,N,N,AMK,217,0,0,194,20,2,1,0,0,0,0,0,0,1.36970226464475,103.84343759746,PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 121 (KN),121 ANG MO KIO AVENUE 3 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 121 (KN) SINGAPORE 560121,560121,6,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
931,121,BEDOK NTH RD,12,1977,Y,N,N,Y,N,N,BD,154,0,0,0,154,0,0,0,0,0,0,0,0,1.32961906105462,103.93870655595,PEACEHAVEN BEDOK MULTI-SERVICE CENTRE,121 BEDOK NORTH ROAD PEACEHAVEN BEDOK MULTI-SERVICE CENTRE SINGAPORE 460121,460121,4,BEDOK NORTH,BDSZ04,BEDOK,BD,EAST REGION,ER
932,121,BEDOK RESERVOIR RD,10,1985,Y,Y,N,N,N,N,BD,100,0,0,83,17,0,0,0,0,0,0,0,0,1.33130517787872,103.909992224709,EUNOS VISTA,121 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470121,470121,1,KAKI BUKIT,BDSZ01,BEDOK,BD,EAST REGION,ER
933,121,BISHAN ST 12,4,1986,Y,Y,N,N,N,N,BH,26,0,0,18,7,0,0,0,0,0,0,1,0,1.34731294270667,103.851116564255,MEDIHEALTH BISHAN 24 HOURS CLINIC & SURGERY,121 BISHAN STREET 12 MEDIHEALTH BISHAN 24 HOURS CLINIC & SURGERY SINGAPORE 570121,570121,3,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
934,121,BT MERAH LANE 1,4,1978,Y,Y,N,N,N,N,BM,16,0,0,0,0,0,0,0,0,0,0,16,0,1.28662949776774,103.804920144204,NIL,121 BUKIT MERAH LANE 1 SINGAPORE 150121,150121,7,ALEXANDRA HILL,BMSZ07,BUKIT MERAH,BM,CENTRAL REGION,CR
935,121,BT BATOK CTRL,17,1984,Y,N,N,N,N,N,BB,80,0,0,0,0,0,80,0,0,0,0,0,0,1.35162557081969,103.748011382648,NIL,121 BUKIT BATOK CENTRAL SINGAPORE 650121,650121,7,BUKIT BATOK CENTRAL,BKSZ07,BUKIT BATOK,BK,WEST REGION,WR
936,121,BT MERAH VIEW,9,1972,Y,N,N,Y,N,N,BM,224,0,0,0,0,0,0,0,0,224,0,0,0,1.28308470054279,103.822803681619,BUKIT MERAH VIEW FIRE POST,121 BUKIT MERAH VIEW BUKIT MERAH VIEW FIRE POST SINGAPORE 151121,151121,8,HENDERSON HILL,BMSZ08,BUKIT MERAH,BM,CENTRAL REGION,CR
937,121,CANBERRA ST,1,2016,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44745319738571,103.833923026834,EASTBANK @ CANBERRA,121 CANBERRA STREET EASTBANK @ CANBERRA SINGAPORE 750121,750121,1,SEMBAWANG EAST,SBSZ01,SEMBAWANG,SB,NORTH REGION,NR
938,121,EDGEDALE PLAINS,6,2015,N,N,N,Y,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39368219385611,103.908299456765,PUNGGOL EDGE,121 EDGEDALE PLAINS PUNGGOL EDGE SINGAPORE 820121,820121,4,PUNGGOL FIELD,PGSZ04,PUNGGOL,PG,NORTH-EAST REGION,NER
939,121,GEYLANG EAST CTRL,1,1982,N,Y,N,N,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31804549523722,103.885311479882,FC,121 GEYLANG EAST CENTRAL FC SINGAPORE 380121,380121,4,ALJUNIED,GLSZ04,GEYLANG,GL,CENTRAL REGION,CR
940,121,HOUGANG AVE 1,4,1981,Y,Y,N,N,N,N,HG,23,0,0,21,2,0,0,0,0,0,0,0,0,1.35383705299112,103.886917032282,UOB HOUGANG AVENUE 1,121 HOUGANG AVENUE 1 UOB HOUGANG AVENUE 1 SINGAPORE 530121,530121,7,LORONG AH SOO,HGSZ07,HOUGANG,HG,NORTH-EAST REGION,NER
941,121,KIM TIAN PL,29,1999,Y,N,N,N,N,N,BM,106,0,0,0,56,50,0,0,0,0,0,0,0,1.28270270194687,103.828491163221,KIM TIAN TOWERS,121 KIM TIAN PLACE KIM TIAN TOWERS SINGAPORE 160121,160121,4,TIONG BAHRU STATION,BMSZ04,BUKIT MERAH,BM,CENTRAL REGION,CR
942,121,LOR 2 TOA PAYOH,30,1998,Y,N,N,N,N,N,TP,106,0,0,0,48,58,0,0,0,0,0,0,0,1.3391626233715,103.846243540344,TOA PAYOH VIEW,121 LORONG 2 TOA PAYOH TOA PAYOH VIEW SINGAPORE 310121,310121,1,TOA PAYOH WEST,TPSZ01,TOA PAYOH,TP,CENTRAL REGION,CR
943,121,MARSILING RISE,4,1984,Y,N,N,N,N,N,WL,8,0,0,0,0,0,8,0,0,0,0,0,0,1.43916567473693,103.779976701121,NIL,121 MARSILING RISE SINGAPORE 730121,730121,6,WOODLANDS WEST,WDSZ06,WOODLANDS,WD,NORTH REGION,NR
944,121,MCNAIR RD,15,1986,Y,N,N,N,N,N,KWN,124,0,0,0,96,28,0,0,0,0,0,0,0,1.31896793997824,103.856341994979,MCNAIR SPRING,121 MCNAIR ROAD MCNAIR SPRING SINGAPORE 320121,320121,1,BENDEMEER,KLSZ01,KALLANG,KL,CENTRAL REGION,CR
945,121,PASIR RIS ST 11,13,1988,Y,Y,N,N,N,N,PRC,96,0,0,0,72,24,0,0,0,0,0,0,0,1.36686954737879,103.954504704247,NIL,121 PASIR RIS STREET 11 SINGAPORE 510121,510121,5,PASIR RIS DRIVE,PRSZ05,PASIR RIS,PR,EAST REGION,ER
946,121,PAYA LEBAR WAY,12,1979,Y,N,N,Y,N,N,GL,354,0,0,36,316,2,0,0,0,0,0,0,0,1.32192501630432,103.882860355973,NIL,121 PAYA LEBAR WAY SINGAPORE 381121,381121,2,MACPHERSON,GLSZ02,GEYLANG,GL,CENTRAL REGION,CR
947,121,PENDING RD,13,1987,Y,N,N,Y,N,N,BP,96,0,0,0,30,66,0,0,0,0,0,0,0,1.37720047788648,103.769852814329,NIL,121 PENDING ROAD SINGAPORE 670121,670121,5,JELEBU,BPSZ05,BUKIT PANJANG,BP,WEST REGION,WR
948,121,POTONG PASIR AVE 1,21,1984,Y,Y,N,Y,N,N,TP,177,0,0,52,62,62,1,0,0,0,0,0,0,1.33576029177039,103.865596996588,NIL,121 POTONG PASIR AVENUE 1 SINGAPORE 350121,350121,9,POTONG PASIR,TPSZ09,TOA PAYOH,TP,CENTRAL REGION,CR
949,121,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,131,0,0,0,34,97,0,0,0,0,0,0,0,1.38700727244301,103.904788709879,RIVERVALE BANK,121 RIVERVALE DRIVE RIVERVALE BANK SINGAPORE 540121,540121,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
950,121,SERANGOON NTH AVE 1,13,1984,Y,N,N,N,N,N,SGN,96,0,0,0,18,78,0,0,0,0,0,0,0,1.36693542180082,103.8712847222,NIL,121 SERANGOON NORTH AVENUE 1 SINGAPORE 550121,550121,4,SERANGOON GARDEN,SGSZ04,SERANGOON,SG,NORTH-EAST REGION,NER
951,121,TECK WHYE LANE,11,1988,Y,N,N,N,N,N,CCK,80,0,0,0,44,36,0,0,0,0,0,0,0,1.37830357075531,103.750108106647,NIL,121 TECK WHYE LANE SINGAPORE 680121,680121,1,TECK WHYE,CKSZ01,CHOA CHU KANG,CK,WEST REGION,WR
952,121,YISHUN ST 11,10,1983,Y,N,N,N,N,N,YS,134,0,0,79,54,1,0,0,0,0,0,0,0,1.43436897707941,103.830142952357,CHONG PANG VIEW,121 YISHUN STREET 11 CHONG PANG VIEW SINGAPORE 760121,760121,9,YISHUN WEST,YSSZ09,YISHUN,YS,NORTH REGION,NR
953,121,YUAN CHING RD,10,1971,Y,N,N,N,N,N,JW,160,0,0,147,0,0,0,0,0,0,0,13,0,1.33570402533121,103.724078165253,NIL,121 YUAN CHING ROAD SINGAPORE 610121,610121,4,TAMAN JURONG,JWSZ04,JURONG WEST,JW,WEST REGION,WR
954,121A,CANBERRA ST,15,2016,Y,N,N,N,N,N,SB,104,0,0,0,65,39,0,0,0,0,0,0,0,1.4476018660383,103.833517820559,EASTBANK @ CANBERRA,121A CANBERRA STREET EASTBANK @ CANBERRA SINGAPORE 751121,751121,1,SEMBAWANG EAST,SBSZ01,SEMBAWANG,SB,NORTH REGION,NR
955,121A,EDGEDALE PLAINS,17,2015,Y,N,N,N,N,N,PG,446,0,0,0,0,0,0,0,0,170,276,0,0,1.39400234635685,103.908628293243,PUNGGOL EDGE,121A EDGEDALE PLAINS PUNGGOL EDGE SINGAPORE 821121,821121,4,PUNGGOL FIELD,PGSZ04,PUNGGOL,PG,NORTH-EAST REGION,NER
956,121A,KIM TIAN PL,29,1999,Y,N,N,N,N,N,BM,106,0,0,0,56,50,0,0,0,0,0,0,0,1.28265068056025,103.828178493453,KIM TIAN TOWERS,121A KIM TIAN PLACE KIM TIAN TOWERS SINGAPORE 161121,161121,4,TIONG BAHRU STATION,BMSZ04,BUKIT MERAH,BM,CENTRAL REGION,CR
957,121A,RIVERVALE DR,17,1999,Y,N,N,Y,N,N,SK,96,0,0,0,32,64,0,0,0,0,0,0,0,1.38669088303388,103.905111879708,RIVERVALE BANK,121A RIVERVALE DRIVE RIVERVALE BANK SINGAPORE 541121,541121,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
958,121A,YUAN CHING RD,4,2002,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33624211729891,103.724562789597,MULTI STOREY CAR PARK,121A YUAN CHING ROAD MULTI STOREY CAR PARK SINGAPORE 611121,611121,4,TAMAN JURONG,JWSZ04,JURONG WEST,JW,WEST REGION,WR
959,121B,CANBERRA ST,15,2016,Y,N,N,N,N,N,SB,90,0,0,0,38,52,0,0,0,0,0,0,0,1.44788626704481,103.834033767478,EASTBANK @ CANBERRA,121B CANBERRA STREET EASTBANK @ CANBERRA SINGAPORE 752121,752121,1,SEMBAWANG EAST,SBSZ01,SEMBAWANG,SB,NORTH REGION,NR
960,121B,EDGEDALE PLAINS,17,2015,Y,N,N,N,N,N,PG,112,0,0,0,80,32,0,0,0,0,0,0,0,1.39308870276065,103.909041773266,PUNGGOL EDGE,121B EDGEDALE PLAINS PUNGGOL EDGE SINGAPORE 822121,822121,4,PUNGGOL FIELD,PGSZ04,PUNGGOL,PG,NORTH-EAST REGION,NER
961,121B,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,96,0,0,0,32,64,0,0,0,0,0,0,0,1.38635282133169,103.904834771688,RIVERVALE BANK,121B RIVERVALE DRIVE RIVERVALE BANK SINGAPORE 542121,542121,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
962,121C,CANBERRA ST,15,2016,Y,N,N,N,N,N,SB,74,0,0,0,25,49,0,0,0,0,0,0,0,1.44744539468374,103.834503117404,EASTBANK @ CANBERRA,121C CANBERRA STREET EASTBANK @ CANBERRA SINGAPORE 753121,753121,1,SEMBAWANG EAST,SBSZ01,SEMBAWANG,SB,NORTH REGION,NR
963,121C,SENGKANG EAST WAY,17,1999,Y,N,N,N,N,N,SK,96,0,0,0,32,64,0,0,0,0,0,0,0,1.38629426559838,103.905380700368,RIVERVALE BANK,121C SENGKANG EAST WAY RIVERVALE BANK SINGAPORE 543121,543121,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
964,121D,CANBERRA ST,15,2016,Y,N,N,N,N,N,SB,104,0,0,0,65,39,0,0,0,0,0,0,0,1.44703776237182,103.833923460819,EASTBANK @ CANBERRA,121D CANBERRA STREET EASTBANK @ CANBERRA SINGAPORE 754121,754121,1,SEMBAWANG EAST,SBSZ01,SEMBAWANG,SB,NORTH REGION,NR
965,121D,SENGKANG EAST WAY,17,1999,Y,N,N,N,N,N,SK,115,0,0,0,50,65,0,0,0,0,0,0,0,1.38579521121651,103.905413958592,RIVERVALE BANK,121D SENGKANG EAST WAY RIVERVALE BANK SINGAPORE 544121,544121,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
966,121E,SENGKANG EAST WAY,5,1999,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38625978931626,103.90610810756,MULTI STOREY CAR PARK,121E SENGKANG EAST WAY MULTI STOREY CAR PARK SINGAPORE 545121,545121,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
967,121F,SENGKANG EAST WAY,1,1999,N,N,N,N,N,Y,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38676082668665,103.905646451988,RIVERVALE BANK,121F SENGKANG EAST WAY RIVERVALE BANK SINGAPORE 546121,546121,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
968,122,ANG MO KIO AVE 3,11,1978,Y,Y,N,N,N,N,AMK,131,0,0,101,28,1,0,0,0,0,0,1,0,1.37018860668947,103.843413231524,NIL,122 ANG MO KIO AVENUE 3 SINGAPORE 560122,560122,6,KEBUN BAHRU,AMSZ06,ANG MO KIO,AM,NORTH-EAST REGION,NER
969,122,BEDOK NTH ST 2,12,1977,Y,Y,N,N,N,N,BD,216,0,0,189,20,4,3,0,0,0,0,0,0,1.32861719819893,103.937787149387,NIL,122 BEDOK NORTH STREET 2 SINGAPORE 460122,460122,4,BEDOK NORTH,BDSZ04,BEDOK,BD,EAST REGION,ER
970,122,BEDOK RESERVOIR RD,10,1986,Y,N,N,Y,N,N,BD,126,0,0,0,126,0,0,0,0,0,0,0,0,1.33197885903725,103.910623676887,PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 122 (KN),122 BEDOK RESERVOIR ROAD PCF SPARKLETOTS PRESCHOOL @ EUNOS BLK 122 (KN) SINGAPORE 470122,470122,1,KAKI BUKIT,BDSZ01,BEDOK,BD,EAST REGION,ER
971,122,BISHAN ST 12,12,1985,Y,N,N,N,N,N,BH,114,0,0,0,114,0,0,0,0,0,0,0,0,1.34681988418358,103.850614135416,NIL,122 BISHAN STREET 12 SINGAPORE 570122,570122,3,BISHAN EAST,BSSZ03,BISHAN,BS,CENTRAL REGION,CR
972,122,BT BATOK CTRL,17,1984,Y,N,N,N,N,N,BB,80,0,0,0,0,0,80,0,0,0,0,0,0,1.35204347678175,103.746952273416,NIL,122 BUKIT BATOK CENTRAL SINGAPORE 650122,650122,7,BUKIT BATOK CENTRAL,BKSZ07,BUKIT BATOK,BK,WEST REGION,WR
973,122,BT MERAH LANE 1,4,1978,Y,Y,N,N,N,N,BM,20,0,0,20,0,0,0,0,0,0,0,0,0,1.2864588189976,103.804200246716,NIL,122 BUKIT MERAH LANE 1 SINGAPORE 150122,150122,7,ALEXANDRA HILL,BMSZ07,BUKIT MERAH,BM,CENTRAL REGION,CR
974,122,EDGEDALE PLAINS,1,2016,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39378436972011,103.909107265531,PUNGGOL EDGE,122 EDGEDALE PLAINS PUNGGOL EDGE SINGAPORE 820122,820122,4,PUNGGOL FIELD,PGSZ04,PUNGGOL,PG,NORTH-EAST REGION,NER
975,122,GEYLANG EAST CTRL,12,1981,Y,Y,N,Y,N,N,GL,110,0,0,0,110,0,0,0,0,0,0,0,0,1.31767950785904,103.884971551423,CHRISTALITE STUDENT CARE CENTRE,122 GEYLANG EAST CENTRAL CHRISTALITE STUDENT CARE CENTRE SINGAPORE 380122,380122,4,ALJUNIED,GLSZ04,GEYLANG,GL,CENTRAL REGION,CR
976,122,HOUGANG AVE 1,4,1983,Y,N,N,N,N,N,HG,50,0,0,9,9,32,0,0,0,0,0,0,0,1.35374408051544,103.886159336002,NIL,122 HOUGANG AVENUE 1 SINGAPORE 530122,530122,7,LORONG AH SOO,HGSZ07,HOUGANG,HG,NORTH-EAST REGION,NER
977,122,KIM TIAN RD,25,1994,Y,N,N,N,N,N,BM,96,0,0,0,0,96,0,0,0,0,0,0,0,1.28339187402842,103.82889400724,NIL,122 KIM TIAN ROAD SINGAPORE 160122,160122,4,TIONG BAHRU STATION,BMSZ04,BUKIT MERAH,BM,CENTRAL REGION,CR
978,122,LOR 2 TOA PAYOH,20,1998,Y,N,N,Y,N,N,TP,168,0,0,0,91,77,0,0,0,0,0,0,0,1.33980523961553,103.846281196306,TOA PAYOH VIEW,122 LORONG 2 TOA PAYOH TOA PAYOH VIEW SINGAPORE 310122,310122,1,TOA PAYOH WEST,TPSZ01,TOA PAYOH,TP,CENTRAL REGION,CR
979,122,MARSILING RISE,4,1984,Y,N,N,N,N,N,WL,8,0,0,0,0,0,8,0,0,0,0,0,0,1.43916619717314,103.779658603032,NIL,122 MARSILING RISE SINGAPORE 730122,730122,6,WOODLANDS WEST,WDSZ06,WOODLANDS,WD,NORTH REGION,NR
980,122,MCNAIR RD,15,1986,Y,Y,N,N,N,N,KWN,108,0,0,8,72,28,0,0,0,0,0,0,0,1.3188425968422,103.856837677166,MCNAIR SPRING,122 MCNAIR ROAD MCNAIR SPRING SINGAPORE 320122,320122,1,BENDEMEER,KLSZ01,KALLANG,KL,CENTRAL REGION,CR
981,122,PAYA LEBAR WAY,12,1979,Y,N,N,Y,N,N,GL,132,0,0,0,132,0,0,0,0,0,0,0,0,1.32260037517198,103.882463203575,NIL,122 PAYA LEBAR WAY SINGAPORE 381122,381122,2,MACPHERSON,GLSZ02,GEYLANG,GL,CENTRAL REGION,CR
982,122,PASIR RIS ST 11,13,1988,Y,N,N,N,N,N,PRC,96,0,0,0,72,24,0,0,0,0,0,0,0,1.36652833508957,103.954404987572,NIL,122 PASIR RIS STREET 11 SINGAPORE 510122,510122,5,PASIR RIS DRIVE,PRSZ05,PASIR RIS,PR,EAST REGION,ER
983,122,PENDING RD,4,1987,Y,N,N,N,N,N,BP,28,0,0,21,7,0,0,0,0,0,0,0,0,1.37764375094845,103.769975127983,NIL,122 PENDING ROAD SINGAPORE 670122,670122,5,JELEBU,BPSZ05,BUKIT PANJANG,BP,WEST REGION,WR
984,122,POTONG PASIR AVE 1,23,1983,Y,N,N,Y,N,N,TP,123,0,0,0,42,81,0,0,0,0,0,0,0,1.3349317199816,103.866124988651,NIL,122 POTONG PASIR AVENUE 1 SINGAPORE 350122,350122,9,POTONG PASIR,TPSZ09,TOA PAYOH,TP,CENTRAL REGION,CR
985,122,SENGKANG EAST WAY,17,1999,Y,N,N,N,N,N,SK,115,0,0,0,50,65,0,0,0,0,0,0,0,1.38655148699146,103.9067414866,RIVERVALE BANK,122 SENGKANG EAST WAY RIVERVALE BANK SINGAPORE 540122,540122,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
986,122,SERANGOON NTH AVE 1,4,1984,Y,N,N,N,N,N,SGN,31,0,0,15,16,0,0,0,0,0,0,0,0,1.36669092359185,103.871359067279,NIL,122 SERANGOON NORTH AVENUE 1 SINGAPORE 550122,550122,4,SERANGOON GARDEN,SGSZ04,SERANGOON,SG,NORTH-EAST REGION,NER
987,122,SIMEI ST 1,11,1987,Y,N,N,N,N,N,TAP,120,0,0,0,48,72,0,0,0,0,0,0,0,1.34557177331253,103.95249806135,NIL,122 SIMEI STREET 1 SINGAPORE 520122,520122,4,SIMEI,TMSZ04,TAMPINES,TM,EAST REGION,ER
988,122,TECK WHYE LANE,11,1988,Y,N,N,Y,N,N,CCK,80,0,0,0,44,36,0,0,0,0,0,0,0,1.37851898360363,103.749630691351,NIL,122 TECK WHYE LANE SINGAPORE 680122,680122,1,TECK WHYE,CKSZ01,CHOA CHU KANG,CK,WEST REGION,WR
989,122,YISHUN ST 11,10,1984,Y,Y,N,Y,N,N,YS,135,0,0,63,72,0,0,0,0,0,0,0,0,1.4349975861895,103.831124805626,PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 122 (KN),122 YISHUN STREET 11 PCF SPARKLETOTS PRESCHOOL @ CHONG PANG BLK 122 (KN) SINGAPORE 760122,760122,9,YISHUN WEST,YSSZ09,YISHUN,YS,NORTH REGION,NR
990,122,YUAN CHING RD,10,1971,Y,N,N,N,N,N,JW,160,0,0,143,0,0,0,0,0,0,0,17,0,1.33598546940987,103.72386599203,NIL,122 YUAN CHING ROAD SINGAPORE 610122,610122,4,TAMAN JURONG,JWSZ04,JURONG WEST,JW,WEST REGION,WR
991,122A,EDGEDALE PLAINS,17,2016,Y,Y,N,N,N,N,PG,144,0,0,32,80,32,0,0,0,0,0,0,0,1.39350981217359,103.909106562659,PUNGGOL EDGE,122A EDGEDALE PLAINS PUNGGOL EDGE SINGAPORE 821122,821122,4,PUNGGOL FIELD,PGSZ04,PUNGGOL,PG,NORTH-EAST REGION,NER
992,122A,SENGKANG EAST WAY,17,1999,Y,N,N,Y,N,N,SK,128,0,0,0,32,96,0,0,0,0,0,0,0,1.38661451456829,103.906024040147,RIVERVALE BANK,122A SENGKANG EAST WAY RIVERVALE BANK SINGAPORE 541122,541122,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
993,122B,EDGEDALE PLAINS,17,2016,Y,N,N,N,N,N,PG,144,0,0,32,80,32,0,0,0,0,0,0,0,1.39415009117251,103.909595974135,PUNGGOL EDGE,122B EDGEDALE PLAINS PUNGGOL EDGE SINGAPORE 822122,822122,4,PUNGGOL FIELD,PGSZ04,PUNGGOL,PG,NORTH-EAST REGION,NER
994,122B,SENGKANG EAST WAY,17,1999,Y,N,N,N,N,N,SK,96,0,0,0,0,0,96,0,0,0,0,0,0,1.38716489802466,103.906534426334,RIVERVALE BANK,122B SENGKANG EAST WAY RIVERVALE BANK SINGAPORE 542122,542122,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
995,122C,SENGKANG EAST WAY,17,1999,Y,N,N,N,N,N,SK,96,0,0,0,0,0,96,0,0,0,0,0,0,1.38750850228857,103.906143768947,RIVERVALE BANK,122C SENGKANG EAST WAY RIVERVALE BANK SINGAPORE 543122,543122,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
996,122D,RIVERVALE DR,17,1999,Y,Y,N,N,N,N,SK,128,0,0,0,32,96,0,0,0,0,0,0,0,1.38709611224694,103.905723021788,RIVERVALE BANK,122D RIVERVALE DRIVE RIVERVALE BANK SINGAPORE 544122,544122,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
997,122E,RIVERVALE DR,17,1999,Y,N,N,N,N,N,SK,131,0,0,0,34,97,0,0,0,0,0,0,0,1.38795724986826,103.905852165491,RIVERVALE BANK,122E RIVERVALE DRIVE RIVERVALE BANK SINGAPORE 545122,545122,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
998,122F,RIVERVALE DR,5,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38726073991505,103.905233287934,MULTI STOREY CAR PARK,122F RIVERVALE DRIVE MULTI STOREY CAR PARK SINGAPORE 546122,546122,2,RIVERVALE,SESZ02,SENGKANG,SE,NORTH-EAST REGION,NER
